sumallPC1,sumallPC2,site
-1.34022096913598,-0.139133452090538,1982
-1.0906661929534,0.0941262508991326,1983
-0.977669274750096,0.737184703388065,1984
0.10513747453999,-1.32014186300522,1985
-0.740917736653472,-0.352671749822071,1986
0.800149689380276,-0.135834685004188,1987
1.09572968364484,-1.00965620418912,1988
-0.0773371691292866,-0.778167568978717,1989
0.0857301832424587,0.49000936003702,1990
-0.247947296017624,0.298462655826955,1991
-0.186727272756453,-0.465045594960005,1992
-0.380234129574807,-1.34861477840444,1993
0.947209708519879,-0.558212193377373,1994
-0.946490913203248,0.606562381281528,1995
0.544737276555332,-0.767240375362167,1996
-0.274975740998313,0.0843736500575053,1997
-0.878428353042735,0.6869598580466,1998
-0.429610043183155,1.12512419625239,1999
0.681197289298254,-0.158214275166988,2000
0.155961678449262,0.983954101628966,2001
1.52859331848605,0.261022899773799,2002
0.681687681421673,0.0398693608717058,2003
-0.61129982301399,0.167120667700551,2004
-0.0337143067624863,-0.1071755076586,2005
0.567935971011457,0.134839531942358,2006
0.485408880028195,0.839870407737733,2007
-0.186577832572967,0.609731304982482,2008
-0.464755862070839,-0.584540234025252,2009
-0.0876654037224218,0.00351897859034412,2010
-0.0571492686812268,1.24198024617127,2011
1.53823726458075,1.11058008828952,2012
0.574350672488848,0.567195410223397,2013
-0.11676075175107,0.0245451562975,2014
-0.56359151322536,-1.0674185727522,2015
-0.745874150330625,-0.610861678487462,2016
0.275225669908258,0.403743979022262,2017
0.371321561974033,-1.10784645573674,2018
